proc xmin xmax y yerr
dibosons 200.0 270.0 1.3072232008 0.423628332625
dibosons 270.0 350.0 0.657977640629 0.214474647429
dibosons 350.0 475.0 0.24629200995 0.0841599301831
dibosons 475.0 1000.0 0.0185708571225 0.00729681068439
stop 200.0 270.0 0.0869769454002 0.0343192602283
stop 270.0 350.0 0.0433045327663 0.0197979861552
stop 350.0 475.0 0.00786446034908 0.00379061444074
stop 475.0 1000.0 0.000346275861375 0.000341221791784
ttbar 200.0 270.0 0.57385122776 0.103121219913
ttbar 270.0 350.0 0.203889295459 0.0498396761793
ttbar 350.0 475.0 0.0490467324853 0.0117768551834
ttbar 475.0 1000.0 0.00255943415686 0.00123364118819
zll 200.0 270.0 32.9192619324 5.30147039781
zll 270.0 350.0 14.2049846649 2.48681299892
zll 350.0 475.0 3.10930800438 0.596293700594
zll 475.0 1000.0 0.161567017436 0.0342709885925
data 200.0 270.0 38.3571434021 0.740242651888
data 270.0 350.0 16.0499992371 0.447911821679
data 350.0 475.0 4.28800010681 0.185213390445
data 475.0 1000.0 0.234285712242 0.0211248314408
